initial_url,initial_domain,url,domain,agency,bureau,issue
https://bl1ws8-2.gmca.aps.anl.gov,bl1ws8-2.gmca.aps.anl.gov,https://bl1ws8-2.gmca.aps.anl.gov/,bl1ws8-2.gmca.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://bl2ws5-gmca.aps.anl.gov,bl2ws5-gmca.aps.anl.gov,https://bl2ws5-gmca.aps.anl.gov/,bl2ws5-gmca.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://blmsolar.anl.gov,blmsolar.anl.gov,https://blmsolar.anl.gov/,blmsolar.anl.gov,Department of Energy,Argonne National Laboratory,404
https://blocked.aps.anl.gov,blocked.aps.anl.gov,https://blocked.aps.anl.gov/,blocked.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://blogs.anl.gov,blogs.anl.gov,https://blogs.anl.gov/,blogs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://bogi.evs.anl.gov,bogi.evs.anl.gov,https://bogi.evs.anl.gov/,bogi.evs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://candle.cels.anl.gov,candle.cels.anl.gov,https://wordpress.cels.anl.gov/candle/,wordpress.cels.anl.gov,Department of Energy,Argonne National Laboratory,404
https://cardinal.cels.anl.gov,cardinal.cels.anl.gov,https://cardinal.cels.anl.gov/,cardinal.cels.anl.gov,Department of Energy,Argonne National Laboratory,404
https://carp.imca.aps.anl.gov,carp.imca.aps.anl.gov,https://carp.imca.aps.anl.gov/,carp.imca.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://centraldocs.aps.anl.gov,centraldocs.aps.anl.gov,https://centraldocs.aps.anl.gov/,centraldocs.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://cfstest1.pub.alcf.anl.gov,cfstest1.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://chemmat-l42.cars.aps.anl.gov,chemmat-l42.cars.aps.anl.gov,https://chemmat-l42.cars.aps.anl.gov/,chemmat-l42.cars.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://cnm.anl.gov,cnm.anl.gov,https://cnm.anl.gov/,cnm.anl.gov,Department of Energy,Argonne National Laboratory,404
https://coremodels.mcs.anl.gov,coremodels.mcs.anl.gov,https://coremodels.mcs.anl.gov/,coremodels.mcs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://corridoreis.anl.gov,corridoreis.anl.gov,https://corridoreis.anl.gov/,corridoreis.anl.gov,Department of Energy,Argonne National Laboratory,404
https://dashboard.ioc.anl.gov,dashboard.ioc.anl.gov,https://dashboard.ioc.anl.gov/login,dashboard.ioc.anl.gov,Department of Energy,Argonne National Laboratory,404
https://dlsr-workshop-2014.aps.anl.gov,dlsr-workshop-2014.aps.anl.gov,https://dlsr-workshop-2014.aps.anl.gov/,dlsr-workshop-2014.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://docs.alcf.anl.gov,docs.alcf.anl.gov,https://docs.alcf.anl.gov/,docs.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://dtn01.pub.alcf.anl.gov,dtn01.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://dtn02.pub.alcf.anl.gov,dtn02.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://dtn03.pub.alcf.anl.gov,dtn03.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://dtn04.pub.alcf.anl.gov,dtn04.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://eic.phy.anl.gov,eic.phy.anl.gov,https://eic.phy.anl.gov/,eic.phy.anl.gov,Department of Energy,Argonne National Laboratory,404
https://elements.anl.gov,elements.anl.gov,https://elements.anl.gov/,elements.anl.gov,Department of Energy,Argonne National Laboratory,404
https://elogsrv1.phy.anl.gov,elogsrv1.phy.anl.gov,https://elogsrv1.phy.anl.gov/,elogsrv1.phy.anl.gov,Department of Energy,Argonne National Laboratory,404
https://epics.anl.gov,epics.anl.gov,https://epics.anl.gov/,epics.anl.gov,Department of Energy,Argonne National Laboratory,404
https://eregion.gss.anl.gov,eregion.gss.anl.gov,https://eregion.gss.anl.gov/score/,eregion.gss.anl.gov,Department of Energy,Argonne National Laboratory,404
https://events.cels.anl.gov,events.cels.anl.gov,https://events.cels.anl.gov/,events.cels.anl.gov,Department of Energy,Argonne National Laboratory,404
https://extremecomputingtraining.anl.gov,extremecomputingtraining.anl.gov,https://extremecomputingtraining.anl.gov/,extremecomputingtraining.anl.gov,Department of Energy,Argonne National Laboratory,404
https://ezmt.anl.gov,ezmt.anl.gov,https://ezmt.anl.gov/,ezmt.anl.gov,Department of Energy,Argonne National Laboratory,404
https://filesender.egs.anl.gov,filesender.egs.anl.gov,https://filesender.egs.anl.gov/,filesender.egs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://foci.anl.gov,foci.anl.gov,https://foci.anl.gov/doesub/,foci.anl.gov,Department of Energy,Argonne National Laboratory,404
https://ftp.mcs.anl.gov,ftp.mcs.anl.gov,https://ftp.mcs.anl.gov/,ftp.mcs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://globus.phy.anl.gov,globus.phy.anl.gov,https://globus.phy.anl.gov/,globus.phy.anl.gov,Department of Energy,Argonne National Laboratory,404
https://globus-vmw-02.cels.anl.gov,globus-vmw-02.cels.anl.gov,https://help.cels.anl.gov/docs/linux/gce-globus-endpoint/,help.cels.anl.gov,Department of Energy,Argonne National Laboratory,404
https://help.cels.anl.gov,help.cels.anl.gov,https://help.cels.anl.gov/,help.cels.anl.gov,Department of Energy,Argonne National Laboratory,404
https://hpcat.aps.anl.gov,hpcat.aps.anl.gov,https://hpcat.aps.anl.gov/,hpcat.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://hypnos-green.egs.anl.gov,hypnos-green.egs.anl.gov,https://hypnos-green.egs.anl.gov/,hypnos-green.egs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://ibis.anl.gov,ibis.anl.gov,https://ibis.anl.gov/console,ibis.anl.gov,Department of Energy,Argonne National Laboratory,404
https://idc14.ser.aps.anl.gov,idc14.ser.aps.anl.gov,https://idc14.ser.aps.anl.gov/,idc14.ser.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://indianaharbor.evs.anl.gov,indianaharbor.evs.anl.gov,https://indianaharbor.evs.anl.gov/,indianaharbor.evs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://in.ecit.anl.gov,in.ecit.anl.gov,https://in.ecit.anl.gov/score/,in.ecit.anl.gov,Department of Energy,Argonne National Laboratory,404
https://inside.aps.anl.gov,inside.aps.anl.gov,https://inside.aps.anl.gov/user/login?destination=/node,inside.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://international.anl.gov,international.anl.gov,https://international.anl.gov/index.html,international.anl.gov,Department of Energy,Argonne National Laboratory,404
https://inwork.ecit.anl.gov,inwork.ecit.anl.gov,https://inwork.ecit.anl.gov/score/,inwork.ecit.anl.gov,Department of Energy,Argonne National Laboratory,404
https://isis8.aps.anl.gov,isis8.aps.anl.gov,https://isis8.aps.anl.gov/,isis8.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://jlse.anl.gov,jlse.anl.gov,https://www.jlse.anl.gov/,www.jlse.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lcfcrypto.anl.gov,lcfcrypto.anl.gov,https://lcfcrypto.anl.gov/console,lcfcrypto.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lcls.aps.anl.gov,lcls.aps.anl.gov,https://lcls.aps.anl.gov/,lcls.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lcrc.anl.gov,lcrc.anl.gov,https://lcrc.anl.gov/,lcrc.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lcrcweb-vmw-01.cels.anl.gov,lcrcweb-vmw-01.cels.anl.gov,https://lcrcweb-vmw-01.cels.anl.gov/,lcrcweb-vmw-01.cels.anl.gov,Department of Energy,Argonne National Laboratory,404
https://libguides.anl.gov,libguides.anl.gov,https://libguides.anl.gov/public,libguides.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lilith.nec.aps.anl.gov,lilith.nec.aps.anl.gov,https://lilith.nec.aps.anl.gov/,lilith.nec.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.alcf.anl.gov,lists.alcf.anl.gov,https://lists.alcf.anl.gov/mailman/listinfo/,lists.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.bio.anl.gov,lists.bio.anl.gov,https://lists.bio.anl.gov/mailman/listinfo/,lists.bio.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.cels.anl.gov,lists.cels.anl.gov,https://lists.cels.anl.gov/mailman/listinfo/,lists.cels.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.cps.anl.gov,lists.cps.anl.gov,https://lists.cps.anl.gov/mailman/listinfo/,lists.cps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.dsl.anl.gov,lists.dsl.anl.gov,https://lists.dsl.anl.gov/mailman/listinfo/,lists.dsl.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.evs.anl.gov,lists.evs.anl.gov,https://lists.evs.anl.gov/mailman/listinfo/,lists.evs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.extremecomputingtraining.anl.gov,lists.extremecomputingtraining.anl.gov,https://lists.extremecomputingtraining.anl.gov/mailman/listinfo/,lists.extremecomputingtraining.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.jlse.anl.gov,lists.jlse.anl.gov,https://lists.jlse.anl.gov/mailman/listinfo/,lists.jlse.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.lcrc.anl.gov,lists.lcrc.anl.gov,https://lists.lcrc.anl.gov/mailman/listinfo/,lists.lcrc.anl.gov,Department of Energy,Argonne National Laboratory,404
https://lists.mcs.anl.gov,lists.mcs.anl.gov,https://lists.mcs.anl.gov/mailman/listinfo/,lists.mcs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://logbook.aps.anl.gov,logbook.aps.anl.gov,https://logbook.aps.anl.gov/,logbook.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://login.anl.gov,login.anl.gov,https://login.anl.gov/,login.anl.gov,Department of Energy,Argonne National Laboratory,404
https://login-dr.anl.gov,login-dr.anl.gov,https://login-dr.anl.gov/,login-dr.anl.gov,Department of Energy,Argonne National Laboratory,404
https://login-test.anl.gov,login-test.anl.gov,https://login-test.anl.gov/,login-test.anl.gov,Department of Energy,Argonne National Laboratory,404
https://ls.aps.anl.gov,ls.aps.anl.gov,https://ls.aps.anl.gov/,ls.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://ltempeis.anl.gov,ltempeis.anl.gov,https://ltempeis.anl.gov/,ltempeis.anl.gov,Department of Energy,Argonne National Laboratory,404
https://magmar.ls.aps.anl.gov,magmar.ls.aps.anl.gov,https://magmar.ls.aps.anl.gov/,magmar.ls.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://mailman.aps.anl.gov,mailman.aps.anl.gov,https://mailman.aps.anl.gov/mailman/listinfo,mailman.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://matrix.bio.anl.gov,matrix.bio.anl.gov,https://matrix.bio.anl.gov/,matrix.bio.anl.gov,Department of Energy,Argonne National Laboratory,404
https://mc1.hep.anl.gov,mc1.hep.anl.gov,https://mc.hep.anl.gov/adfilter/,mc.hep.anl.gov,Department of Energy,Argonne National Laboratory,404
https://mc.hep.anl.gov,mc.hep.anl.gov,https://mc.hep.anl.gov/adfilter/,mc.hep.anl.gov,Department of Energy,Argonne National Laboratory,404
https://metagenomics.anl.gov,metagenomics.anl.gov,https://www.mg-rast.org/,www.mg-rast.org,Department of Energy,Argonne National Laboratory,404
https://midas.anl.gov,midas.anl.gov,https://midas.anl.gov/,midas.anl.gov,Department of Energy,Argonne National Laboratory,404
https://midas.dis.anl.gov,midas.dis.anl.gov,https://midas.dis.anl.gov/,midas.dis.anl.gov,Department of Energy,Argonne National Laboratory,404
https://millenia.cars.aps.anl.gov,millenia.cars.aps.anl.gov,https://millenia.cars.aps.anl.gov/,millenia.cars.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://minedatabase.mcs.anl.gov,minedatabase.mcs.anl.gov,https://minedatabase.mcs.anl.gov/#/home,minedatabase.mcs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://miradtn05.pub.alcf.anl.gov,miradtn05.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://miradtn06.pub.alcf.anl.gov,miradtn06.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://miradtn07.pub.alcf.anl.gov,miradtn07.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://miradtn08.pub.alcf.anl.gov,miradtn08.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://miradtn09.pub.alcf.anl.gov,miradtn09.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://miradtn10.pub.alcf.anl.gov,miradtn10.pub.alcf.anl.gov,https://www.alcf.anl.gov/,www.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://mo99.ne.anl.gov,mo99.ne.anl.gov,https://mo99.ne.anl.gov/,mo99.ne.anl.gov,Department of Energy,Argonne National Laboratory,404
https://nek5000.mcs.anl.gov,nek5000.mcs.anl.gov,https://nek5000.mcs.anl.gov/,nek5000.mcs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://nekcem.mcs.anl.gov,nekcem.mcs.anl.gov,https://nekcem.mcs.anl.gov/index.php/Main_Page,nekcem.mcs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://neklbm.mcs.anl.gov,neklbm.mcs.anl.gov,https://neklbm.mcs.anl.gov/index.php/Main_Page,neklbm.mcs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://ne-web1.ne.anl.gov,ne-web1.ne.anl.gov,https://ne-web1.ne.anl.gov/,ne-web1.ne.anl.gov,Department of Energy,Argonne National Laboratory,404
https://ne-web3.ne.anl.gov,ne-web3.ne.anl.gov,https://ne-web3.ne.anl.gov/,ne-web3.ne.anl.gov,Department of Energy,Argonne National Laboratory,404
https://nnsa.nsis.anl.gov,nnsa.nsis.anl.gov,https://nnsa.nsis.anl.gov/ecap/,nnsa.nsis.anl.gov,Department of Energy,Argonne National Laboratory,404
https://no.ecit.anl.gov,no.ecit.anl.gov,https://no.ecit.anl.gov/score/,no.ecit.anl.gov,Department of Energy,Argonne National Laboratory,404
https://nss-8-chicago.aps.anl.gov,nss-8-chicago.aps.anl.gov,https://nss-8-chicago.aps.anl.gov/,nss-8-chicago.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://nst-dtn0.nst.anl.gov,nst-dtn0.nst.anl.gov,https://nst-dtn0.nst.anl.gov/,nst-dtn0.nst.anl.gov,Department of Energy,Argonne National Laboratory,404
https://ops.aps.anl.gov,ops.aps.anl.gov,https://ops.aps.anl.gov/,ops.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://ops-d.aps.anl.gov,ops-d.aps.anl.gov,https://ops-d.aps.anl.gov/,ops-d.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://outage.egs.anl.gov,outage.egs.anl.gov,https://outage.egs.anl.gov/,outage.egs.anl.gov,Department of Energy,Argonne National Laboratory,404
https://papka.alcf.anl.gov,papka.alcf.anl.gov,https://papka.cels.anl.gov/,papka.cels.anl.gov,Department of Energy,Argonne National Laboratory,404
https://papka.cels.anl.gov,papka.cels.anl.gov,https://papka.cels.anl.gov/,papka.cels.anl.gov,Department of Energy,Argonne National Laboratory,404
https://pecworkshop2013.aps.anl.gov,pecworkshop2013.aps.anl.gov,https://pecworkshop2013.aps.anl.gov/,pecworkshop2013.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
https://petrel.alcf.anl.gov,petrel.alcf.anl.gov,https://docs.alcf.anl.gov/data-management/acdc/acdc-overview/,docs.alcf.anl.gov,Department of Energy,Argonne National Laboratory,404
https://pico.cnm.anl.gov,pico.cnm.anl.gov,https://pico.cnm.anl.gov/,pico.cnm.anl.gov,Department of Energy,Argonne National Laboratory,404
https://pinky.bio.aps.anl.gov,pinky.bio.aps.anl.gov,https://pinky.bio.aps.anl.gov/,pinky.bio.aps.anl.gov,Department of Energy,Argonne National Laboratory,404
